fldName,fldDescriptionHeading,fldDescriptionText,fldNpdidField,fldDescriptionDateUpdated,DatesyncNPD
HYME,Transport,Brønnstrømmen transporteres til og prosesseres på Njord A-innretningen. Njord-innretningene brukes til eksport av både olje og gass.,20474183,28.02.2023,28.05.2024
IDUN NORD,Transport,Gassen skal eksporteres via Åsgard Transport System (ÅTS) til terminalen på Kårstø. Olje og kondensat skal overføres fra Skarv til tankskip via en lastebøye.,42002477,09.12.2023,28.05.2024
IDUN NORD,Utbygging,"Idun Nord ligger i den nordlige delen av Norskehavet, like øst for Skarvfeltet. Vanndybden er 380 meter. Idun Nord ble påvist i 2009 og plan for utbygging og drift (PUD) ble godkjent i juni 2023. Utbyggingskonseptet inkluderer en havbunnsramme med fire slisser tilknyttet produksjons- og lagerskipet (FPSO) Skarv.",42002477,12.08.2023,28.05.2024
IDUN NORD,Utvinning,Feltet skal produseres med trykkavlastning.,42002477,12.08.2023,28.05.2024
IDUN NORD,Reservoar,Reservoaret inneholder gass og kondensat i sandstein av mellomjura alder i Garn- og Notformasjonene. Det ligger på om lag 3500 meteres dyp og har god kvalitet.,42002477,09.12.2023,28.05.2024
IDUN NORD,Status,Idun Nord bygges ut sammen med Ørn og Alve Nord som en del av Skarv Satellittprosjektet (SSP). Etter planen skal produksjonen starte i 2027.,42002477,12.08.2023,28.05.2024
IRPA,Reservoar,Reservoaret inneholder gass i turbidittsandstein av senkritt alder i Springarformasjonen på 3200 meters dyp. Reservoaregenskapene er gode.,42002482,12.08.2023,28.05.2024
IRPA,Status,Feltet er under utbygging. Etter planen skal produksjonen starte i 2026.,42002482,12.08.2023,28.05.2024
IRPA,Utbygging,"Irpa ligger i Vøringbassenget i Norskehavet, 80 kilometer vest for Aasta Hansteen-feltet. Vanndybden er 1330 meter. Irpa ble påvist i 2009, og plan for utbygging og drift (PUD) ble godkjent i juni 2023. Utbyggingskonseptet inkluderer en havbunnsramme med fire brønnslisser tilknyttet Aasta Hansteen-innretningen.",42002482,09.12.2023,28.05.2024
IRPA,Transport,Gassen skal eksporteres via Polarled til terminalen på Nyhamna. Lettolje skal overføres fra Aasta Hansteen-innretningen til tankskip.,42002482,09.12.2023,28.05.2024
IRPA,Utvinning,Feltet skal produseres med trykkavlastning.,42002482,12.08.2023,28.05.2024
ISLAY,Reservoar,Islay produserer gass fra sandstein av mellomjura alder i Brentgruppen. Reservoaret ligger på 3700-3900 meters dyp.,21105675,09.12.2023,28.05.2024
ISLAY,Utbygging,"Islay ligger på grensen mellom britisk og norsk sektor i den nordlige delen av Nordsjøen, 55 kilometer vest for Oseberg. Norsk andel av feltet er 5,51 prosent. Vanndybden er 120 meter. Islay ble påvist i 2008, og produksjonen startet i 2012. Feltet er bygd ut med en brønn som er koblet til Forvie-manifolden på britisk sokkel.",21105675,28.02.2023,28.05.2024
ISLAY,Utvinning,Feltet produseres med trykkavlastning.,21105675,28.02.2023,28.05.2024
ISLAY,Status,Brønnen produserer syklisk med lave rater.,21105675,28.02.2023,28.05.2024
ISLAY,Transport,"Produksjonen sendes via Forvie-Alwyn-rørledningen til det britiske Alwyn-feltet for separasjon. Gassen eksporteres via rørledningen Frigg UK (FUKA) til terminalen i Shell-Esso Gas and Liquids (SEGAL) i St. Fergus i Storbritannia, mens væsken eksporteres til Sullom Voe-terminalen på Shetland.",21105675,28.02.2023,28.05.2024
IVAR AASEN,Transport,Olje og gass transporteres til Edvard Grieg-innretningen for endelig prosessering. Fra Edvard Grieg eksporteres oljen i rørledning til Grane Oljerør og videre til Stureterminalen. Gassen eksporteres i eget rør til rørledningssystemet Scottish Area Gas Evacuation (SAGE) på britisk sektor.,23384520,28.02.2023,28.05.2024
IVAR AASEN,Utvinning,Ivar Aasen-reservoaret produseres med trykkstøtte fra vanninjeksjon mens West Cable-reservoaret produseres med trykkavlastning.,23384520,28.02.2023,28.05.2024
IVAR AASEN,Reservoar,"Ivar Aasen produserer olje fra sandsteinsreservoarer. Feltet består av funnet 16/1-9 Ivar Aasen og et lite funn, 16/1-7 (West Cable). Reservoaret i Ivar Aasen-funnet består av fluvial sandstein av sentrias til mellomjura alder i Skagerrak- og Sleipnerformasjonene og grunnmarin sandstein i midtre jura Huginformasjonen. Reservoaret ligger på 2400 meters dyp. Det er segmentert og har moderat til god kvalitet. Deler av reservoaret har en overliggende gasskappe. Reservoaret i West Cable-funnet er i fluvial sandstein av mellomjura alder i Sleipnerformasjonen. Det ligger på 2950 meters dyp og har moderat kvalitet.",23384520,28.02.2023,28.05.2024
IVAR AASEN,Utbygging,"Ivar Aasen ligger i den nordlige delen av Nordsjøen, 30 kilometer sør for Grane og Balder. Vanndybden er 110 meter. Ivar Aasen ble påvist i 2008, og plan for utbygging og drift (PUD) ble godkjent i 2013. Utbyggingen omfatter en produksjons-, bore- og boliginnretning (PDQ) med stålunderstell og en separat oppjekkbar rigg for boring og komplettering. Produksjonen startet i 2016. Innretningen er tilrettelagt for tilkobling av en havbunnsramme som er planlagt for utbyggingen av Hanz, og for mulig utbygging av andre nærliggende funn. Førstetrinns prosessering skjer på Ivar Aasen, og de delvis prosesserte væskene transporteres til Edvard Grieg for endelig behandling og eksport. Fra 2023 er innretningen forsynt med kraft fra land.",23384520,13.12.2023,28.05.2024
IVAR AASEN,Status,Siden produksjonsoppstart har tilleggsbrønner til produksjon og injeksjon blitt boret. Produksjon fra Ivar Aasen er avtakende. Feltet Hanz og funnet 16/1-29 S Symra er under utvikling som tilknytning til Ivar Aasen.,23384520,13.12.2023,28.05.2024
JETTE,Reservoar,Jette produserte olje fra sandstein av senpaleocen alder i Heimdalformasjonen. Reservoaret ligger i et marint viftesystem på om lag 2200 meters dyp.,21613906,28.02.2023,28.05.2024
JETTE,Transport,Brønnstrømmen ble transportert til Jotun B og videre til Jotun A for prosessering og lasting.,21613906,28.02.2023,28.05.2024
JETTE,Status,"Jette ble stengt ned i 2016, og havbunnsinnretningen ble fjernet i 2019.",21613906,09.12.2023,28.05.2024
JETTE,Utbygging,"Jette ligger i den sentrale delen av Nordsjøen, seks kilometer sør for Jotun. Vanndybden er 127 meter. Jette ble påvist i 2009, og plan for utbygging og drift (PUD) ble godkjent i 2012. Feltet ble bygd ut med en bunnramme med to produksjonsbrønner koblet til Jotun A-innretningen. The produksjonen startet i 2013.",21613906,09.12.2023,28.05.2024
JETTE,Utvinning,Jette ble produsert med trykkstøtte fra naturlig vanndriv.,21613906,28.02.2023,28.05.2024
JOHAN CASTBERG,Utbygging,"Johan Castberg ligger i Barentshavet, 100 kilometer nordvest for Snøhvit-feltet. Vanndybden er 370 meter. Johan Castberg består av de tre funnene Skrugard, Havis og Drivis, som ble påvist mellom 2011 og 2013. Funnene skal bygges ut sammen, og plan for utbygging og drift (PUD) ble godkjent i 2018. Utbyggingskonseptet er et produksjons- og lagerskip (FPSO) knyttet til havbunnsrammer med 18 horisontale produksjonsbrønner og 12 injeksjonsbrønner.",32017325,09.12.2023,28.05.2024
JOHAN CASTBERG,Transport,Oljen skal overføres til skytteltankere og transportert til markedet.,32017325,28.02.2023,28.05.2024
JOHAN CASTBERG,Status,"Feltet er under utbygging, og det skal etter planen komme i produksjon i 2024.",32017325,28.02.2023,28.05.2024
JOHAN CASTBERG,Reservoar,"Reservoarene inneholder olje med gasskappe i tre separate sandsteinsforekomster av sentrias til mellomjura alder i Tubåen-, Nordmela- og Støformasjonene, og ligger på 1250-1900 meters dyp. Reservoarene i Tubåen- og Støformasjonen har generelt gode egenskaper; Nordmelaformasjonen er mer heterogen med flere laterale barrierer.",32017325,09.12.2023,28.05.2024
JOHAN CASTBERG,Utvinning,Feltet skal produseres med trykkstøtte fra gass- og vanninjeksjon.,32017325,28.02.2023,28.05.2024
JOHAN SVERDRUP,Transport,Stabilisert olje eksporteres fra stigerørsinnretningen gjennom en ny oljeeksportrørledning som er koblet til underjordiske fjellhaller (kaverner) på Mongstadterminalen. Gassen eksporteres fra stigerørsinnretningen til terminalen på Kårstø gjennom en ny rørledning koblet til Statpipe.,26376286,28.02.2023,28.05.2024
JOHAN SVERDRUP,Utvinning,"Feltet produseres med vanninjeksjon som trykkstøtte, samt gassløft i produksjonsbrønnene.",26376286,13.12.2023,28.05.2024
JOHAN SVERDRUP,Utbygging,"Johan Sverdrup ligger på Utsirahøgda i den midtre delen av Nordsjøen, 65 kilometer nordøst for Sleipnerfeltene. Vanndybden er 115 meter. Johan Sverdrup ble påvist i 2010, og plan for utbygging og drift (PUD) for fase I ble godkjent i 2015. Utbyggingsløsningen for første byggetrinn er et feltsenter med fire spesialiserte innretninger; boligkvarter, prosessanlegg, boreanlegg og stigerør. De fire innretningene har broforbindelser. Boreinnretningen har 48 brønnslisser og er tilrettelagt for at boring, brønnintervensjon og produksjon skal kunne utføres samtidig. Feltet drives med kraft fra land. I 2019 startet produksjonen fra fase I og PUD for fase II ble godkjent. Denne planen inkluderer en prosessinnretning og fem havbunnsrammer i tillegg til modifikasjoner på stigerørsinnretningen. Produksjonen fra fase II startet i 2022/2023.",26376286,13.12.2023,28.05.2024
JOHAN SVERDRUP,Reservoar,"Hovedreservoaret inneholder olje i øvre jura intra-Draupne sandstein og ligger på 1900 meters dyp. Kvaliteten til hovedreservoaret er svært god, med meget høy permeabilitet. Resten av oljeressursene ligger i sandstein i øvre trias Statfjordgruppen og midtre til øvre jura Vestlandsgruppen, samt i spikulitter i øvre jura Vikinggruppen. Det er også påvist olje i Zechstein-karbonater i perm.",26376286,28.02.2023,28.05.2024
JOHAN SVERDRUP,Status,"Johan Sverdrup står for om lag en tredjedel av norsk oljeproduksjon. Feltet produserer for tiden med høy regularitet på platå, nær dagens kapasitet for oljehåndtering. Oljehåndteringskapasiteten ble økt etter en kapasitetstest i mai 2023.",26376286,13.12.2023,28.05.2024
JOTUN,Transport,"Jotun-skipet er en integrert del av Balder- og Ringhorne-innretningene, og det er fortsatt i bruk. Det mottar olje og gass fra Ringhorne og overskuddsgass fra Balder. Jotun prosesserer og eksporterer rikgassen via Statpipe til Kårstø-terminalen. Oljen eksporteres via produksjonsfartøyet på Jotun til tankskip på feltet.",43604,28.02.2023,28.05.2024
JOTUN,Utbygging,"Jotun ligger i den sentrale delen av Nordsjøen, 25 kilometer nord for Balder. Vanndybden er 125 meter. Jotun ble påvist i 1994, og plan for utbygging og drift (PUD) ble godkjent i 1997. Feltet ble bygd ut med Jotun A, et kombinert produksjons- og lagerskip (FPSO), og en brønnhodeinnretning, Jotun B. Jotun er integrert med Balder-feltet. The produksjonen startet i 1999.",43604,09.12.2023,28.05.2024
JOTUN,Reservoar,"Jotun produserte olje fra sandstein av paleocen alder i Heimdalformasjonen. Reservoaret ligger på 2000 meters dyp i et marint viftesystem, og består av tre strukturer.",43604,28.02.2023,28.05.2024
JOTUN,Status,"Jotun ble stengt ned i 2016, og Jotun B ble fjernet i 2020. Jotun FPSO oppgraderes og skal flyttes til  Balder og Ringhorne Øst for videre bruk fra 2024.",43604,09.12.2023,28.05.2024
JOTUN,Utvinning,Feltet ble produsert med trykkstøtte fra naturlig vanndriv og gassløft. Produsert vann ble injisert i Utsiraformasjonen.,43604,28.02.2023,28.05.2024
KNARR,Utbygging,"Knarr ligger i den nordlige delen av Nordsjøen, 50 kilometer nordøst for Snorre. Vanndybden er 400 meter. Knarr ble påvist i 2008, og plan for utbygging og drift (PUD) ble godkjent i 2011. Feltet består av to segmenter, Knarr Vest og Knarr Sentral. Utbyggingsløsningen var et produksjons- og lagerskip (FPSO) og to havbunnsrammer med seks produksjons- og injeksjonsbrønner. Produksjonen startet i 2015.",20460988,28.02.2023,28.05.2024
KNARR,Reservoar,Knarr produserte olje fra undre jura sandstein i Cookformasjonen. Reservoarene ligger på 3800 meters dyp og har moderat til god kvalitet.,20460988,28.02.2023,28.05.2024
KNARR,Transport,Oljen ble prosessert og lagret på Knarr-skipet og lastet derfra til tankskip for eksport. Gassen ble eksportert via Far North Liquids and Associated Gas System (FLAGS) til St. Fergus i Storbritannia.,20460988,28.02.2023,28.05.2024
KNARR,Status,Knarr ble stengt ned i 2022 og skipet ble fjernet fra feltet. Disponering av havbunnsinnretningene skal være ferdigstilt innen 2028.,20460988,09.12.2023,28.05.2024
KNARR,Utvinning,Feltet ble produsert med vanninjeksjon som trykkstøtte.,20460988,28.02.2023,28.05.2024
KRISTIN,Reservoar,"Kristin produserer gass og kondensat fra jura sandstein i Garn-, Ile- og Tofteformasjonene. Reservoarene ligger på 4600 meters dyp og hadde opprinnelig høyt trykk og høy temperatur (HTHT).",1854729,28.02.2023,28.05.2024
KRISTIN,Transport,"Brønnstrømmen prosesseres på Kristin, og gassen transporteres i rørledning til Åsgard Transport System (ÅTS) og videre til terminalen på Kårstø hvor NGL og kondensat skilles ut. Lettolje separeres på Kristin og overføres til Åsgård C-innretningen for lagring og eksport.",1854729,28.02.2023,28.05.2024
KRISTIN,Utbygging,"Kristin ligger i Norskehavet, noen kilometer sørvest for Åsgard. Vanndybden er 370 meter. Kristin ble påvist i 1997, og plan for utbygging og drift (PUD) ble godkjent i 2001. Feltet er bygd ut med fire havbunnsrammer med fire slisser hver, som er knyttet til en halvt nedsenkbar innretning for prosessering. Produksjonen startet i 2005. Endret PUD ble godkjent i 2007. Tyrihans og Maria er knyttet til Kristininnretningen. PUD for Kristin Sør, som inkluderer utbygging av Kristin Q-segmentet og Lavrans, ble godkjent i 2022.",1854729,28.02.2023,28.05.2024
KRISTIN,Utvinning,Feltet produseres med trykkavlastning. Lavtrykksproduksjon ble innført i 2014.,1854729,28.02.2023,28.05.2024
KRISTIN,Status,Kristin er i halefasen. Utbyggingen av Kristin Sør som inkluderer utbygging av Kristin Q segmentet og Lavransfeltet pågår og forventet oppstart er 2024.,1854729,28.02.2023,28.05.2024
KVITEBJØRN,Reservoar,"Kvitebjørn produserer gass og kondensat fra midtre jura sandstein i Brentgruppen. Det er også reservoarer i undre jura Cookformasjonen og i øvre trias Statfjordgruppen. Reservoarene ligger på 4000 meters dyp, og hadde i begynnelsen høyt trykk og høy temperatur (HTHT). Reservoarkvaliteten er god.",1036101,28.02.2023,28.05.2024
KVITEBJØRN,Status,Produksjonen på Kvitebjørn er avtakende. Nye produksjonsbrønner bores og flere er planlagt.,1036101,14.12.2023,28.05.2024
KVITEBJØRN,Transport,"Rikgass transporteres i Kvitebjørn Gassrør til Kollsnesterminalen, mens kondensat fraktes i en rørledning tilknyttet Troll Oljerør II for videre transport til terminalen på Mongstad.",1036101,28.02.2023,28.05.2024
KVITEBJØRN,Utbygging,"Kvitebjørn ligger i Tampen-området i den nordlige delen av Nordsjøen, 15 kilometer sørøst for Gullfaks. Vanndybden er 190 meter. Kvitebjørn ble påvist i 1994, og plan for utbygging og drift (PUD) ble godkjent i 2000. Feltet er bygd ut med en integrert bolig-, bore- og prosessinnretning med stålunderstell. Produksjonen startet i 2004. Endret PUD som inkluderte flere forekomster og prospekter ble godkjent i 2006.",1036101,28.02.2023,28.05.2024
KVITEBJØRN,Utvinning,"Feltet produseres med trykkavlastning. Prekompresjon av gass, som startet fra 2014, har gitt økt gassutvinning.",1036101,28.02.2023,28.05.2024
LILLE-FRIGG,Transport,Brønnstrømmen ble transportert direkte til Frigg for prosessering. Gassen ble transportert i rørledning til terminalen Shell-Esso Gas and Liquids (SEGAL) i St. Fergus i Storbritannia. Stabilisert kondensat ble transportert i Frostpipe til Oseberg og sendt videre til Stureterminalen.,43583,28.02.2023,28.05.2024
LILLE-FRIGG,Reservoar,Lille-Frigg produserte gass og kondensat fra sandstein av jura alder i Brentgruppen. Reservoaret ligger på 3650 meters dyp.,43583,28.02.2023,28.05.2024
LILLE-FRIGG,Utbygging,"Lille-Frigg ligger i den sentrale delen av Nordsjøen, 16 kilometer øst for Frigg. Vanndybden er 110 meter. Lille-Frigg ble påvist i 1975, og plan for utbygging og drift (PUD) ble godkjent i 1991. Feltet ble bygd ut med en havbunnsinnretning med tre produksjonsbrønner knyttet til Frigg. Produksjonen startet i 1994.",43583,28.02.2023,28.05.2024
LILLE-FRIGG,Utvinning,Feltet ble produsert med trykkavlastning.,43583,28.02.2023,28.05.2024
